fid,b3_h_50p,b3_h_70p,b3_h_max,b3_h_min,b3_dd_id,identificatie,b3_pand_deel_id,b3_bag_bag_overlap,b3_n_vlakken,b3_pw_onvoldoende,b3_t_run,b3_h_nok,b3_n_nok,b3_extrusie,b3_is_glas_dak,b3_dak_type,b3_h_maaiveld,b3_kas_warenhuis,b3_mutatie_ahn3_ahn4,b3_mutatie_ahn4_ahn5,b3_nodata_fractie_ahn3,b3_nodata_fractie_ahn4,b3_nodata_fractie_ahn5,b3_nodata_radius_ahn3,b3_nodata_radius_ahn4,b3_nodata_radius_ahn5,b3_opp_buitenmuur,b3_opp_dak_plat,b3_opp_dak_schuin,b3_opp_grond,b3_opp_scheidingsmuur,b3_puntdichtheid_ahn3,b3_puntdichtheid_ahn4,b3_puntdichtheid_ahn5,b3_pw_bron,b3_pw_datum,b3_pw_selectie_reden,b3_rmse_lod12,b3_rmse_lod13,b3_rmse_lod22,b3_val3dity_lod12,b3_val3dity_lod13,b3_val3dity_lod22,b3_volume_lod12,b3_volume_lod13,b3_volume_lod22,b3_bouwlagen,b3_kwaliteitsindicator,begingeldigheid,documentdatum,documentnummer,eindgeldigheid,eindregistratie,geconstateerd,oorspronkelijkbouwjaar,status,tijdstipeindregistratielv,tijdstipinactief,tijdstipinactieflv,tijdstipnietbaglv,tijdstipregistratie,tijdstipregistratielv,voorkomenidentificatie,roof_area,solar_irradiance,h_dak_max,shading_factor,energy_potential,orientation,suitability_score,suitability_class,rank,geometry
10234117,18.4842185974121,24.4116439819336,30.2819290161133,1.99673581123352,0,NL.IMBAG.Pand.0363100012171133,0,0.0,126.0,False,2018,19.3816108703613,22.0,standard,False,slanted,0.58899998664856,False,False,False,0.00333611341193318,0.0190436467528343,0.0700583830475807,0.133594274520874,0.0,0.0,5175.58984375,1602.59997558594,693.659973144531,1799.0,753.109985351562,21.5866107940674,39.697322845459,14.4191331863403,ahn4,2020,PREFERRED_AND_LATEST,8.11826038360596,1.62067663669586,1.36590182781219,[],[102],[],42858.66015625,34740.33203125,34148.20703125,,True,2023-10-05,2023-10-05,GV00007191_AC00AC,,,False,1985,Pand in gebruik,,,,,2023-10-05 17:10:30+00:00,2023-10-05 17:46:05+00:00,2,1799.244857814985,854.5427441204704,10.0,0.0,307506.3276283726,190.70389880930875,98.8106779100768,Excellent,9,"POLYGON ((121680.3203 486602.75, 121675.5234 486603.2188, 121674.9453 486603.25, 121658.8047 486604.7813, 121658.875 486605.375, 121659.9141 486616.125, 121660.1016 486616.0938, 121660.1797 486617.0625, 121658.3672 486617.2188, 121658.3984 486617.6875, 121657.9609 486617.7188, 121658.125 486619.4063, 121657.6328 486619.4063, 121657.6484 486619.2188, 121652.2656 486618.8438, 121652.1406 486618.8125, 121646.2656 486618.4375, 121647.6953 486640.8438, 121638.6172 486641.6875, 121639.0313 486646.4375, 121639.1328 486646.5, 121639.5078 486650.4688, 121639.7422 486654.2813, 121640.1875 486658.0938, 121647.4688 486657.6563, 121647.3672 486656.4375, 121655.3672 486655.6563, 121653.7969 486639.4063, 121663.8828 486638.375, 121663.625 486635.7188, 121672.6406 486634.8438, 121673.4922 486643.5938, 121674.7031 486643.4688, 121675.0781 486647.3125, 121673.8594 486647.4375, 121674.3047 486651.9375, 121695.2734 486649.9063, 121691.2188 486628.4063, 121691.125 486627.7813, 121686.2813 486602.1563, 121680.3203 486602.75))"
10217299,16.8219718933105,16.9109783172607,19.6534633636475,4.45549058914185,0,NL.IMBAG.Pand.0363100012179110,0,0.0,8.0,False,221,4.33050298690796,1.0,standard,False,slanted,0.78600001335144,False,False,False,0.0626003220677376,0.00441412534564734,0.0577849112451077,0.0173525791615248,0.0,0.0,1140.43005371094,531.280029296875,122.25,622.580017089844,333.109985351562,13.8236303329468,30.4554615020752,14.538330078125,ahn5,2023,PREFERRED_AND_LATEST,7.27933645248413,1.03026390075684,0.383623480796814,[],[],[],10011.220703125,6973.69580078125,6702.03662109375,5.0,True,2023-09-21,2023-09-21,GV00007167_AC00AC,,,False,1809,Pand in gebruik,,,,,2023-09-21 17:15:17+00:00,2023-09-21 17:43:58+00:00,4,622.4770593750468,854.5491927556742,10.0,0.0,106387.45371957443,190.86000876036195,98.79333235995979,Excellent,10,"POLYGON ((121412.1797 485999.375, 121436.4688 485994.7188, 121431.7266 485970, 121407.4375 485974.6563, 121412.1797 485999.375))"
10217792,20.9778442382812,21.0286350250244,32.5248870849609,7.01386833190918,0,NL.IMBAG.Pand.0363100012175216,0,0.0,80.0,False,1359,21.8235054016113,12.0,standard,False,slanted,0.568000018596649,False,False,False,0.00357758044265211,0.066383995115757,0.0267656017094851,0.0,0.0,0.103322543203831,3108.38989257812,1866.97998046875,50.2799987792969,1888.28002929688,1867.63000488281,14.6223402023315,41.8830528259277,30.4250507354736,ahn5,2023,PREFERRED_AND_LATEST,6.71514177322388,1.66530120372772,1.35983169078827,[],[],[],38571.234375,32478.26171875,32817.07421875,,True,2020-06-18,2020-06-18,GV00006065_GM00GM,,,False,1965,Pand in gebruik,,,,,2020-06-19 08:59:48+00:00,2020-06-19 09:04:59+00:00,3,1888.7534746101458,854.5428425125176,10.0,0.0,322804.1525997496,191.410972351848,98.732114183128,Excellent,11,"POLYGON ((121284.6641 486628.0938, 121291.8281 486626.9063, 121294.5469 486640.8125, 121295.0391 486640.8125, 121295.9375 486646.3125, 121320.8438 486645.6875, 121332.5 486645.9063, 121331.7344 486641.9375, 121322.2734 486595.0625, 121279.1328 486606.0938, 121284.6641 486628.0938))"
10217800,20.9760570526123,24.5636177062988,27.9967193603516,7.91234064102173,0,NL.IMBAG.Pand.0363100012175168,0,0.0,79.0,False,983,26.7273273468018,31.0,standard,False,slanted,1.0440000295639,False,False,False,0.0110497241839767,0.0610136911273003,0.0168147962540388,0.0,0.0,0.0,2946.73999023438,526.559997558594,907.700012207031,1001.29998779297,822.760009765625,15.1129465103149,49.6290626525879,35.8201789855957,ahn5,2023,PREFERRED_AND_LATEST,6.58455657958984,1.63572561740875,0.722134828567505,[],[],[102],23553.451171875,19991.35546875,19121.025390625,,False,2023-10-05,2023-10-05,GV00007191_AC00AC,,,False,1928,Pand in gebruik,,,,,2023-10-05 17:12:53+00:00,2023-10-05 17:54:02+00:00,3,1001.326948634949,854.5438322984858,10.0,0.0,171135.55361405166,191.6021704556275,98.71086994937473,Excellent,12,"POLYGON ((121301.0469 486537.9063, 121302.0703 486538.5625, 121303.3359 486538.2813, 121303.9766 486537.2813, 121304.4297 486539.2188, 121325.8672 486534.5625, 121319.9453 486505.7188, 121319.6797 486505.5313, 121306.6719 486508.1563, 121306.9453 486509.3125, 121297.9922 486511.4063, 121297.6484 486510.125, 121282.6953 486513.625, 121288.9219 486540.625, 121289.9531 486541.2813, 121291.7031 486540.875, 121291.5078 486540.0625, 121292.3359 486539.875, 121290.4688 486531.7813, 121289.9766 486531.875, 121289.4531 486529.625, 121294.0469 486528.5938, 121294.2109 486529.2813, 121295.4609 486528.7188, 121295.5938 486528.7188, 121296.8984 486530.0625, 121297.9453 486528.3125, 121298.6016 486529.5938, 121298.7031 486530.1875, 121298.5313 486530.625, 121298.7422 486530.375, 121300.1328 486538.125, 121301.0469 486537.9063))"
10217782,34.484073638916,35.5701560974121,41.4219818115234,3.16831684112549,0,NL.IMBAG.Pand.0363100012165077,0,0.0,123.0,False,3200,38.5833206176758,19.0,standard,False,slanted,1.04900002479553,False,False,False,0.00874686054885387,0.00675500137731433,0.0235559027642012,0.0,0.0,0.0,9703.91015625,1951.32995605469,1101.94995117188,2886.21997070312,492.720001220703,17.9377956390381,55.3478088378906,36.1333923339844,ahn5,2023,PREFERRED_AND_LATEST,4.98313188552856,2.43963193893433,1.81554687023163,[],[],[],100285.2421875,97890.2109375,95426.5,,True,2023-10-05,2023-10-05,GV00007191_AC00AC,,,False,1924,Pand in gebruik,,,,,2023-10-05 17:07:46+00:00,2023-10-05 17:37:39+00:00,6,2886.5030566401533,854.544916556496,10.0,0.0,493329.3027353261,192.384947242898,98.62389475078912,Excellent,13,"POLYGON ((121287.7266 486362.5313, 121287.3594 486361.0313, 121287.1094 486360.8438, 121259.5469 486367.0313, 121262.9453 486382.1875, 121265.9141 486381.5313, 121267.3203 486387.8438, 121267.0781 486387.9063, 121279.7344 486445.125, 121279.8828 486445.0938, 121281.2578 486451.3125, 121276.1875 486452.4375, 121279.7109 486467.8438, 121308.9844 486461.2813, 121310.3203 486458.9375, 121289.1094 486362.3438, 121288.9766 486362.25, 121287.7266 486362.5313))"
10217002,5.47809362411499,5.51235866546631,13.9246635437012,3.92882657051086,0,NL.IMBAG.Pand.0363100012167511,0,0.0,53.0,False,480,6.07308197021484,1.0,standard,False,slanted,0.266000002622604,False,False,False,0.00864123925566673,0.000595947552938014,0.0134088201448321,0.130372002720833,0.0,0.0,1138.39001464844,783.5,62.4000015258789,837.969970703125,534.960021972656,17.8960018157959,33.6362533569336,17.1235275268555,ahn5,2023,PREFERRED_AND_LATEST,2.86147260665894,0.878396987915039,0.483424693346024,[],[],[],4725.4326171875,5697.8935546875,5437.56787109375,,True,2023-09-21,2023-09-21,GV00007167_AC00AC,,,False,1981,Pand in gebruik,,,,,2023-09-21 17:06:11+00:00,2023-09-21 17:11:40+00:00,4,717.6447420230404,854.5491221199868,10.0,0.0,122652.53685796272,192.54158675632144,98.60649036040874,Excellent,14,"MULTIPOLYGON (((121138.3203 486000, 121139.3984 486005.5, 121139.5234 486005.5, 121139.7969 486006.8438, 121159.8203 486002.9375, 121160.3984 486002, 121161.0313 486004.75, 121163.9766 486004.1563, 121163.5781 486002.4375, 121166.6016 486001.8125, 121161.6172 485979.4063, 121158.4141 485980.0313, 121158.4766 485980.375, 121152.5703 485981.5, 121152.5078 485981.1563, 121146.0781 485982.375, 121146.1328 485982.625, 121143.4297 485983.1563, 121143.3984 485983, 121142.8672 485983.0938, 121142.8984 485983.25, 121135.5703 485984.6875, 121135.5391 485984.5313, 121135.2578 485984.5625, 121135.0156 485984.625, 121135.0469 485984.7813, 121131.2451675049 485985.51082009857, 121131.35392662241 486001.36409185745, 121138.3203 486000)), ((121133.5 486015.7813, 121131.3838763432 486005.72971263016, 121131.45552262846 486016.1732327392, 121133.5 486015.7813)))"
10217145,27.5552024841309,30.8883972167969,36.4386558532715,3.39825654029846,0,NL.IMBAG.Pand.0363100012165685,0,0.0,127.0,False,2549,28.2524013519287,8.0,standard,False,slanted,0.921000003814697,False,False,False,0.0167291052639484,0.0306161995977163,0.0567756108939648,0.0145699884742498,0.0,0.0,9831.080078125,4136.4501953125,542.210021972656,3867.81005859375,1077.31994628906,17.383171081543,33.1924324035645,17.505443572998,ahn5,2023,PREFERRED_AND_LATEST,6.76657915115356,1.68377304077148,1.02254295349121,[],[],[],116235.9453125,98261.1953125,97745.7890625,,True,2023-10-05,2023-10-05,GV00007191_AC00AC,,,False,1973,Pand in gebruik,,,,,2023-10-05 17:07:53+00:00,2023-10-05 17:37:55+00:00,3,3867.482931448978,854.5466614782175,10.0,0.0,660988.9254787429,192.5609071862595,98.60434364597117,Excellent,15,"POLYGON ((121234.1953 486172.6563, 121234.4219 486173.6563, 121226.7734 486175.3438, 121230.4063 486191.75, 121230.9609 486191.625, 121236.4844 486216.5938, 121217.4844 486220.8125, 121216.9609 486218.4375, 121210.8047 486219.7813, 121215.1328 486239.2813, 121216.2969 486238.9688, 121233.4688 486235.1563, 121243.2188 486278.9063, 121252.875 486276.75, 121255.0938 486286.9375, 121261.2969 486314.375, 121261.3984 486314.7813, 121262.0391 486314.625, 121262.1719 486315.1563, 121271.7266 486313, 121270.7578 486308.6563, 121279.4297 486306.7188, 121248.8281 486169.375, 121247.5859 486169.6563, 121247.5313 486169.4063, 121235.0859 486172.1563, 121235.1484 486172.4688, 121234.1953 486172.6563))"
10217177,17.5107669830322,19.4709911346436,22.3306713104248,2.48100876808167,0,NL.IMBAG.Pand.0363100012175159,0,0.0,42.0,False,558,21.1971874237061,5.0,standard,False,slanted,0.391000002622604,False,False,False,0.00979791767895222,0.0177587270736694,0.0468462966382504,0.0351825878024101,0.0,0.0,1795.63000488281,540.369995117188,365.489990234375,816.640014648438,558.840026855469,15.5040197372437,29.028678894043,15.1018314361572,ahn5,2023,PREFERRED_AND_LATEST,3.16161847114563,2.27503871917725,0.83629184961319,[],[],[],15598.5341796875,15124.931640625,13838.1240234375,5.0,True,2023-10-05,2023-10-05,GV00007191_AC00AC,,,False,1755,Pand in gebruik,,,,,2023-10-05 17:12:48+00:00,2023-10-05 17:53:48+00:00,3,816.5564191401514,854.546175585818,10.0,0.0,139557.03302525333,192.6849960693949,98.59055599228947,Excellent,16,"POLYGON ((121335.8828 486270.0625, 121311.7266 486275.5, 121312.9375 486280.875, 121310.1484 486281.5, 121312.7422 486293.0625, 121307.4922 486294.2188, 121309.8516 486304.75, 121315.0391 486303.5938, 121316.5938 486303.2188, 121320.3047 486302.4063, 121320.5547 486302.3125, 121341.9453 486297.3125, 121342.0234 486297.3438, 121335.8828 486270.0625))"
10218119,22.5675086975098,22.5735111236572,24.104398727417,2.8693962097168,0,NL.IMBAG.Pand.0363100012165078,0,0.0,36.0,False,627,22.3794708251953,4.0,standard,False,slanted,0.810000002384186,False,False,False,0.0,0.0129620740190148,0.00528084486722946,0.108415961265564,0.0,0.0,1380.56005859375,439.320007324219,205.619995117188,520.619995117188,627.469970703125,16.5722522735596,66.1887130737305,29.6872577667236,ahn5,2023,PREFERRED_AND_LATEST,4.85614156723022,1.60871720314026,0.726375162601471,[],[],[],11333.1044921875,10801.34765625,10561.85546875,,True,2023-10-05,2023-10-05,GV00007191_AC00AC,,,False,1923,Pand in gebruik,,,,,2023-10-05 17:07:46+00:00,2023-10-05 17:37:41+00:00,4,520.4437015645092,854.5439653409823,10.0,0.0,88948.4048943349,192.7412369617102,98.58430700425443,Excellent,17,"POLYGON ((121342.6484 486504.6563, 121346.1641 486520.5938, 121357.4453 486518.0625, 121358.4922 486522.7188, 121369.4297 486520.25, 121363.7344 486495.0625, 121346.2578 486499, 121342.6484 486504.6563))"
10217825,18.1907196044922,19.2222862243652,26.4940605163574,1.15197992324829,0,NL.IMBAG.Pand.0363100012176752,0,0.0,63.0,False,998,24.2516098022461,17.0,standard,False,slanted,0.929000020027161,False,False,False,0.0415875017642975,0.0274435300379992,0.0299767777323723,0.0651816353201866,0.0,0.036065362393856,2551.57006835938,1130.67004394531,715.140014648438,1167.41003417969,567.799987792969,19.65110206604,47.9921875,33.820240020752,ahn5,2023,PREFERRED_AND_LATEST,5.13570547103882,1.12535440921783,0.72128427028656,[],[104],[104],21116.232421875,19874.03125,19253.427734375,,False,2023-10-05,2023-10-05,GV00007191_AC00AC,,,False,1894,Pand in gebruik,,,,,2023-10-05 17:14:37+00:00,2023-10-05 18:00:26+00:00,2,1167.6588214849182,854.5450926974354,10.0,0.0,199563.42316896154,192.86208477300076,98.57087946966658,Excellent,18,"POLYGON ((121195.3203 486381.5938, 121195.3516 486381.7813, 121195.2656 486381.8125, 121194.2344 486381.8438, 121191.2891 486382.5, 121176.7734 486385.6563, 121181.1172 486405.3125, 121183.0469 486413.75, 121197.7031 486410.5313, 121200.2734 486421.7188, 121208.0547 486419.875, 121205.5156 486408.7813, 121219.5547 486405.7188, 121213.1328 486377.5938, 121207.8047 486378.7813, 121207.7656 486378.625, 121196.5469 486381.1563, 121196.5781 486381.3125, 121196.2578 486381.375, 121196.2109 486381.5625, 121196.0391 486381.5938, 121195.6094 486381.5313, 121195.3203 486381.5938))"
10217757,19.7250862121582,20.3240222930908,22.7493095397949,4.3095440864563,0,NL.IMBAG.Pand.0363100012176763,0,0.0,47.0,False,623,22.1336975097656,14.0,standard,False,slanted,0.967000007629395,False,False,False,0.0110083660110831,0.0132100395858288,0.0224570669233799,0.0,0.0,0.0,1278.14001464844,281.709991455078,426.790008544922,567.140014648438,567.150024414062,20.3419418334961,58.1186981201172,21.3657665252686,ahn5,2023,PREFERRED_AND_LATEST,2.60602855682373,1.86492943763733,1.06319773197174,[],[],[],10979.5703125,10962.4140625,10484.828125,,True,2021-08-10,2021-08-10,GV00006270_AC00AC,,,False,1669,Pand in gebruik,,,,,2021-08-10 19:01:49+00:00,2021-08-10 21:17:00+00:00,3,567.4429501944857,854.5442658167417,10.0,0.0,96981.02385336654,192.88205459010877,98.56866060109904,Excellent,19,"POLYGON ((121160.5313 486488.1563, 121160.4141 486488.2188, 121160.7422 486488.8125, 121160.8438 486488.7813, 121162.1484 486491.1563, 121162.0469 486491.2188, 121162.375 486491.8438, 121162.4844 486491.7813, 121162.8203 486492.4063, 121162.7813 486492.5, 121165.5078 486493.7813, 121165.5625 486493.7188, 121185.3047 486489.2188, 121179.8516 486465.375, 121165.2031 486468.7188, 121165.7422 486471.0625, 121154.4219 486477.2813, 121156.3594 486480.7188, 121156.6641 486481.2813, 121156.7578 486481.2188, 121156.8438 486481.375, 121156.8906 486481.4688, 121160.5313 486488.1563))"
10217469,16.3304080963135,17.4441871643066,20.2048301696777,11.0818920135498,0,NL.IMBAG.Pand.0363100012180193,0,0.0,38.0,False,732,19.8127498626709,12.0,standard,False,slanted,0.717000007629395,False,False,False,0.020723283290863,0.0223486386239529,0.0556684285402298,0.0,0.0,0.0,1389.18005371094,118.169998168945,874.260009765625,613.580017089844,345.010009765625,14.8929462432861,31.0440559387207,15.9638557434082,ahn5,2023,PREFERRED_AND_LATEST,1.78668856620789,1.78668856620789,0.308254301548004,[],[],[303],10372.23046875,10372.23046875,9721.33203125,4.0,False,2023-10-05,2023-10-05,GV00007191_AC00AC,,,False,1680,Pand in gebruik,,,,,2023-10-05 17:20:20+00:00,2023-10-05 18:21:22+00:00,3,613.7924888651121,854.5477482918596,10.0,0.0,104902.99785562759,192.90410397624544,98.56621066930606,Excellent,20,"POLYGON ((121496.2813 486144.8125, 121497.2891 486145.4063, 121497.3281 486146.9375, 121502.9297 486145.6563, 121495.5625 486113.5, 121494.3047 486113.7813, 121490.4844 486114.5938, 121484.5547 486115.9688, 121484.5313 486115.8438, 121478.3359 486117.3125, 121478.3594 486117.4375, 121472.8984 486118.7188, 121478.3828 486141.8125, 121479 486141.6875, 121478.7891 486142.0625, 121494.8047 486138.375, 121496.2813 486144.8125))"
